season,episode,character,dialogue
2,The Ricks Must Be Crazy,Teenyverse President,How do you know about that? It's top secret.
2,The Ricks Must Be Crazy,Zeep,So remember-- a crank a day is not nearly enough.  Crank it. I told them this means "Peace among worlds". How hilarious is that?
2,The Ricks Must Be Crazy,Morty,"Re-really funny, Zeep."
2,The Ricks Must Be Crazy,Rick,"Hey, Zeep, the fake president of your fake world has something fake important to show you."
2,The Ricks Must Be Crazy,Kyle,"It's not much now, but once I learn to accelerate the temporal field, I'll be able to interact with any sentient life that evolves and introduce them to the wonders of electricity via a pulley-based device I call a blooble yank. But what they won't know is--"
2,The Ricks Must Be Crazy,Zeep,"You'll be taking most of their energy. Yeah, yeah, yeah. I get it."
2,The Ricks Must Be Crazy,Rick,It's show  time.
2,The Ricks Must Be Crazy,Zeep,"You do realize this will make the flooble crank obsolete? This is wrong, Kyle. What you're doing is wrong. You're basically-- This is slavery. You're talking about creating a planet of slaves."
2,The Ricks Must Be Crazy,Rick,"Told you, Zeep."
2,The Ricks Must Be Crazy,Kyle,"Oh, they won't be slaves. They'll work for each other and pay each other money."
2,The Ricks Must Be Crazy,Zeep,That just sounds like slavery with ex... tra... steps.
2,The Ricks Must Be Crazy,Rick,What?
2,The Ricks Must Be Crazy,Zeep,Wait a minute. Did you create my universe? Is my universe a miniverse?
2,The Ricks Must Be Crazy,Rick,Microverse!
2,The Ricks Must Be Crazy,Kyle,"Uh, teenyverse."
2,The Ricks Must Be Crazy,Rick,Ugh! You bastard!
2,The Ricks Must Be Crazy,Zeep,Much obliged.
2,The Ricks Must Be Crazy,Kyle,What the hell is happening?
2,The Ricks Must Be Crazy,Morty,"This is healthy, trust me."
2,The Ricks Must Be Crazy,Rick,"You're my battery, motherfucker.  That's all you are. I made you. Your microverse sucks! And your miniverse is the size of a fucking lobster tank! It's whack!"
2,The Ricks Must Be Crazy,Kyle,Are they not really aliens?
2,The Ricks Must Be Crazy,Morty,"Nah, they're just a couple of crazy, wacky scientists, you know?"
2,The Ricks Must Be Crazy,Kyle,"So he made a universe, and that guy is from that universe. And that guy made a universe. And that's the universe where I was born. Where my father died. Where I couldn't make time for his funeral because I was working on my universe."
2,The Ricks Must Be Crazy,Rick,I made you!
2,The Ricks Must Be Crazy,Morty,"Yeah. Science, huh? Ain't it a thing."
2,The Ricks Must Be Crazy,Morty,"You know, one time, Rick sh-- accidentally shot his laser pistol right through my hand. You know, I mean, like, old-lady science, you know? She's a real-- You got to hang on tight, you know? Because she-- she'll-- She bucks pretty hard. Ooh, boy, what-- Oh, my God, no!"
2,The Ricks Must Be Crazy,"Rick, Zeep",Teenyverse.
2,The Ricks Must Be Crazy,Rick,"Come on, come on, come on."
2,The Ricks Must Be Crazy,Rick,Pterodactyl!
2,The Ricks Must Be Crazy,Zeep,"Asshole! When I get out of this teenyverse, I'm gonna smash it to pieces with you in it."
2,The Ricks Must Be Crazy,Rick,"Yeah, well, when I get out of this teenyverse, I'm gonna get out of the surrounding miniverse and then the microverse around that, and guess what?"
2,The Ricks Must Be Crazy,Morty,"Don't make things worse, Rick! Uh, he's not gonna destroy your universe. You know, we-- We need it to start our car."
2,The Ricks Must Be Crazy,Zeep,That's what you used my universe for? To run your car?
2,The Ricks Must Be Crazy,Rick,"Yeah, but don't flatter yourself. There's always AAA, you fucking cocksucker! What's he doing? What's he crafting? I can craft stuff, too, pal! Just like I crafted your reality!"
2,The Ricks Must Be Crazy,Rick,You crafty son of a--
2,The Ricks Must Be Crazy,Zeep,Ow! I crafted the guy that created the planet you're standing on!
2,The Ricks Must Be Crazy,Rick,"Yeah, and I made the stars that became the carbon in your mother's ovaries!"
2,The Ricks Must Be Crazy,Zeep,I didn't ask to be born!
2,The Ricks Must Be Crazy,Morty,"All right, that's it! I'm out. I-I'm gonna go into the wilderness, and I'm gonna make a new life for myself among the tree people. It can't be worse than this."
2,The Ricks Must Be Crazy,Rick,"Sure. Okay, Morty. Just be back before sundown or the tree people will eat you."
2,The Ricks Must Be Crazy,Morty,That's a myth! W-w-why are you trying to start a myth?
2,The Ricks Must Be Crazy,Rick,"It's a prehistoric planet, Morty. Someone has to bring a little culture. And it certainly can't be someone whose entire culture powers my brake lights!"
2,The Ricks Must Be Crazy,Army General,"Go, go, go!"
2,The Ricks Must Be Crazy,Summer,"Oh, my God. Oh, God. What are we going to do now?"
2,The Ricks Must Be Crazy,Ship,"I am unable to destroy this army. To clarify, I am quite able to destroy this army, but you will not permit it."
2,The Ricks Must Be Crazy,Summer,Correct.
2,The Ricks Must Be Crazy,Ship,You also refuse to authorize emotional countermeasures.
2,The Ricks Must Be Crazy,Summer,"If you're talking about the melting ghost babies, yes, please, no more of that."
2,The Ricks Must Be Crazy,Ship,Confirmed. I am currently constructing a security measure in compliance with your parameters. But I do want to say you are not making this easy.
2,The Ricks Must Be Crazy,Summer,"You know you're kind of a dick, right?"
2,The Ricks Must Be Crazy,Ship,"My function is to keep Summer safe, not keep Summer being, like, totally stoked about, like, the general vibe and stuff. That's you. That's how you talk."
2,The Ricks Must Be Crazy,Rick,"Hey, that's my deer!"
2,The Ricks Must Be Crazy,Zeep,Aaaaaaah!
2,The Ricks Must Be Crazy,Rick,Raah!
2,The Ricks Must Be Crazy,Zeep,I hope your God is as big a dick as you.
2,The Ricks Must Be Crazy,Rick,My God's the biggest dick that's never existed. Why do you think I'm even here?
2,The Ricks Must Be Crazy,Zeep,You're here because you created someone smarter than you.
2,The Ricks Must Be Crazy,Rick,"Oh, I thought we were both here because I created a universe of idiots."
2,The Ricks Must Be Crazy,Morty,Kalo kada sha la.
2,The Ricks Must Be Crazy,Rick,Holy shit. Morty? I haven't seen you in months. You're leading the tree people? Huh. That's a step up.
2,The Ricks Must Be Crazy,Morty,We have no leaders. We follow only the will of the forest.
2,The Ricks Must Be Crazy,Rick,Ooh. Wow. Gaaaaay.
2,The Ricks Must Be Crazy,Zeep,That is pretty gay.
2,The Ricks Must Be Crazy,Morty,"You two call yourselves geniuses, but you have spent this time learning nothing. Come with me into the forest. There is something I wish to teach you."
2,The Ricks Must Be Crazy,Morty,"This is Ku'ala, the spirit tree. For generations, it has guided the-- You have to get us the fuck out of here. These people are backwards savages. They eat every third baby because they think it makes fruit grow bigger. Everyone's gross, and they all smell like piss all the time. I m-- I miss my family. I miss my laptop. I masturbated to an extra-curvy piece of driftwood the other day!"
2,The Ricks Must Be Crazy,Morty,"Look, I don't care what it takes. You two are putting aside your bullshit, and you're working together to get us back home."
2,The Ricks Must Be Crazy,Rick,"No can do, Morty. I just can't."
2,The Ricks Must Be Crazy,Zeep,I just don't see how I can--
2,The Ricks Must Be Crazy,Morty,Ro ro dah no gah! You're smart. You'll figure it out.
2,The Ricks Must Be Crazy,Army General,"You have 10 seconds to get out of the ship! 10, 9..."
2,The Ricks Must Be Crazy,Rick,"All right, not bad."
2,The Ricks Must Be Crazy,Zeep,I guess you're an okay proto recombinator.
2,The Ricks Must Be Crazy,Rick,I've certainly seen worse ionic cell dioxination.
2,The Ricks Must Be Crazy,Zeep,"If this works, drinks are on me."
2,The Ricks Must Be Crazy,Rick,"If drinks are on you, you're gonna need a second mortgage on that tower. I'm an alcoholic."
2,The Ricks Must Be Crazy,Zeep,Opium addict.
2,The Ricks Must Be Crazy,Morty,"All right, okay, okay, okay, wrap it up. You guys are the fucking worst! Your gods are a lie! Fuck you, fuck nature, and fuck trees!"
2,The Ricks Must Be Crazy,Morty,Yes! You did it! Yes!
2,The Ricks Must Be Crazy,Rick,"Hey, uh, how about that drink?"
2,The Ricks Must Be Crazy,Zeep,"Sure, I just need to go grab my wallet from inside my ship."
2,The Ricks Must Be Crazy,Rick,"Is our wallet in your ship? That's where the transporter is, too, so why don't we come with?"
2,The Ricks Must Be Crazy,Zeep,It's cool. I'll be back in a sec.
2,The Ricks Must Be Crazy,Rick,You know how long a second can take in a microverse?
2,The Ricks Must Be Crazy,Rick,"Oh! Run, Morty! That asshole's willing to risk everything he cares about just to defeat me! He's psychotic!"
2,The Ricks Must Be Crazy,Rick,"Morty, hop on my back."
2,The Ricks Must Be Crazy,Morty,Why?
2,The Ricks Must Be Crazy,Rick,"Go, go  Sanchez ski shoes."
2,The Ricks Must Be Crazy,Morty,Aaaaaah!
2,The Ricks Must Be Crazy,Army General,...Eight...
2,The Ricks Must Be Crazy,Morty,Aaaah!
2,The Ricks Must Be Crazy,Rick,Oof!
2,The Ricks Must Be Crazy,Rick,Hold still.
2,The Ricks Must Be Crazy,Mr. President,"Oh, hey, guys. I just finished cooking us a feast."
2,The Ricks Must Be Crazy,Rick,Aaaah! Holy--
2,The Ricks Must Be Crazy,Zeep,You monster!
2,The Ricks Must Be Crazy,Mr. President,Whoa. Bad tour.
2,The Ricks Must Be Crazy,Army General,...seven...
2,The Ricks Must Be Crazy,Secretary,"Hey, you got to sign out."
2,The Ricks Must Be Crazy,Rick,Nothing you do matters! Your existence is a lie!
2,The Ricks Must Be Crazy,Secretary,"If that were really true, then..."
2,The Ricks Must Be Crazy,Female Visitor,I'm here to see Ron Mendleson.
2,The Ricks Must Be Crazy,Secretary,Third floor. Would you like to go to dinner with--
2,The Ricks Must Be Crazy,Female Visitor,"Uh, no."
2,The Ricks Must Be Crazy,Zeep,"You may have created this universe, Rick, but I live in it."
2,The Ricks Must Be Crazy,Morty,"What are we gonna do, Rick? We're so screwed. He's gonna get to the ship and smash the microverse, and then he's gonna kill us!"
2,The Ricks Must Be Crazy,Rick,"Quick, Morty, you've got to turn into a car."
2,The Ricks Must Be Crazy,Morty,What?!
2,The Ricks Must Be Crazy,Rick,"A long time ago, I implanted you with a subdermal chip that could call upon dormant nanobots in your bloodstream to restructure your anatomy and turn you into a car."
2,The Ricks Must Be Crazy,Morty,"Oh, my God!"
2,The Ricks Must Be Crazy,Rick,"Concentrate, Morty. Concentrate and turn into a car, Morty."
2,The Ricks Must Be Crazy,Rick,Never mind. Here's a taxi. Get in. It's fine.
2,The Ricks Must Be Crazy,Army General,...six...
2,The Ricks Must Be Crazy,Rick,"Hey, Zeep."
2,The Ricks Must Be Crazy,Zeep,Huh?
2,The Ricks Must Be Crazy,Rick,"Happy Ricksgiving, biiiiiitch."
2,The Ricks Must Be Crazy,Zeep,Aaah!
2,The Ricks Must Be Crazy,Rick,"We did it, Morty. Now let's get out of here and destroy this whole universe."
2,The Ricks Must Be Crazy,Taxi Driver,Excuse me?
2,The Ricks Must Be Crazy,Army General,...five--
2,The Ricks Must Be Crazy,Soldier,Sir?
2,The Ricks Must Be Crazy,Army General,Holy hell.
2,The Ricks Must Be Crazy,Soldier,Sir!
2,The Ricks Must Be Crazy,Human President,Hold you fire!
2,The Ricks Must Be Crazy,Summer,What's going on?
2,The Ricks Must Be Crazy,Ship,I have brokered a peace agreement between the giant spiders and the government.
2,The Ricks Must Be Crazy,Human President,"Thanks to the skilled diplomacy of this mysterious space car, from this day forward, human- and spiderkind will live side by side in peace. We will stop bombing them, and they will no longer use their telepathic abilities to make us wander into webs for later consumption. Instead, we will work together to make this world a better place for all, no matter how many legs."
2,The Ricks Must Be Crazy,Soldier,What do we do about the space car?
2,The Ricks Must Be Crazy,Human President,"Leave it alone. I mean, what did it really do, anyways? Kill a guy and paralyze his buddy?  Not a bad trade for spider peace."
2,The Ricks Must Be Crazy,Army General,".All right, that's it. Move out!"
2,The Ricks Must Be Crazy,Spider,What wicked webs we un-weave.
2,The Ricks Must Be Crazy,Human President,I love this spider!
2,The Ricks Must Be Crazy,Ship,Summer is safe.
2,The Ricks Must Be Crazy,Summer,"All right, I get it."
2,The Ricks Must Be Crazy,Zeep,Rick!
2,The Ricks Must Be Crazy,Morty,Don't do it.
2,The Ricks Must Be Crazy,Rick,"You quit school, but you still got some learning to do."
2,The Ricks Must Be Crazy,Zeep,Aah!
2,The Ricks Must Be Crazy,Rick,Unh!
2,The Ricks Must Be Crazy,Rick,Class dismissed.
2,The Ricks Must Be Crazy,Morty,Geez.
2,The Ricks Must Be Crazy,Rick,You all right?
2,The Ricks Must Be Crazy,Summer,Uh-huh!
2,The Ricks Must Be Crazy,Morty,"What are you doing, Rick? I'm pretty sure the battery's dead."
2,The Ricks Must Be Crazy,Rick,"Oh, you think so, huh, Morty? Well, let's see."
2,The Ricks Must Be Crazy,Morty,"Hey, wait-- huh? I don't get it."
2,The Ricks Must Be Crazy,Rick,"Of course you don't. But Zeep did. He knew that once I got back to my car, one of two things was gonna happen-- I was gonna have to toss a broken battery, or the battery wouldn't be broken."
2,The Ricks Must Be Crazy,Zeep,"Peace among worlds, Rick."
2,The Ricks Must Be Crazy,Morty,Jesus.
2,The Ricks Must Be Crazy,Rick,"Yeah. Listen to that baby purr. You were right, Morty-- We really just needed to be honest with those guys. All right, here we go."
2,The Ricks Must Be Crazy,Rick,"Thank y-o-o-ou. See, Morty? This is what it's all about.This is why we do what we do."
2,The Ricks Must Be Crazy,Morty,Uh-huh.
2,The Ricks Must Be Crazy,Rick,Ew! What the hell? Jesus! There's flies in my ice cream.
2,The Ricks Must Be Crazy,Ice cream clerk,"Presidential decree-- All ice cream is now for all beings, no matter how many legs."
2,The Ricks Must Be Crazy,Rick,"What the fuck did you do, Summer?!"
2,The Ricks Must Be Crazy,Summer,It was your ship! Your stupid ship did it!
2,The Ricks Must Be Crazy,Rick,Don't blame my ship!
2,The Ricks Must Be Crazy,Summer,It melted a child!
2,The Ricks Must Be Crazy,Rick,My ship doesn't do anything...
2,The Ricks Must Be Crazy,Summer,It killed it itself!
2,The Ricks Must Be Crazy,Rick,...unless it's told to do something!
2,The Ricks Must Be Crazy,Summer,We almost died!
2,The Ricks Must Be Crazy,Rick,"I don't want to hear it, Summer!"
2,The Ricks Must Be Crazy,Rick,"Your boobs are all hanging about, and you ruined ice cream with your boobs out. And don't even try to deny it, either."
2,Total Rickall,Jerry,"Steve, I just got a weird e-mail. Did you buy us airline tickets?"
2,Total Rickall,Uncle Steve,"Aw shoot, it was supposed to be a surprise! I wanted to thank you for letting me live here all this time, so I'm treating the family to a vacation!"
2,Total Rickall,Beth,"Steve, you're so sweet!"
2,Total Rickall,Morty,Thanks Uncle Steve!
2,Total Rickall,Summer,Best uncle ever!
2,Total Rickall,Uncle Steve,"Look out world, the Smith family is goin' to Paris!"
2,Total Rickall,Summer,Yeah! Awesome!
2,Total Rickall,Jerry,"Rick, I don't like glowing rocks in the kitchen trash."
2,Total Rickall,Rick,"Well, I don't like your unemployed genes in my grandchildren, Jerry. But life is made of little concessions."
2,Total Rickall,Jerry,"I, you know what, I-"
2,Total Rickall,Uncle Steve,You're gonna land on your feet Jer. Some company out there's gonna thank they're lucky stars they hired my little brother.
2,Total Rickall,Rick,Who the fuck are you?
2,Total Rickall,Jerry,"My goofy brother Steve. He's been living here almost a year now, are you losing your mind?"
2,Total Rickall,Uncle Steve,Hey someone's been spending too much time around glowing rocks am I right?
2,Total Rickall,Morty,"What the hell, Rick? What the hell?"
2,Total Rickall,Rick,Everybody just relax for a second. There's no such thing as an "Uncle Steve." That is an alien parasite.
2,Total Rickall,Jerry,But I've known him my whole life!
2,Total Rickall,Rick,"No, you haven't Jerry.  These telepathic little bastards, they embed themselves in memories they use those to multiply, spread out, and take over planets. It's disgusting."
2,Total Rickall,Morty,Steve wasn't real?
2,Total Rickall,Rick,"He's a real piece of shit! This is a big one, someone probably tracked in last week on the bottom of their shoe or on a piece of alien fruit."
2,Total Rickall,Summer,Someone?
2,Total Rickall,Rick,"Get off the high road, Summer. We all got pink eye because you won't stop texting on the toilet."
2,Total Rickall,Morty,But Uncle Steve taught me how to ride a bike.
2,Total Rickall,Rick,"No, ""Steve"" put that memory in your brain so he could live in your house, eat your food, and multiply. We could be infested with these things, so we gotta keep an eye out for any zany, wacky characters that pop up."
2,Total Rickall,Mr. Poopybutthole,"Ooh wee, whatever you want Rick! We're here to help!"
2,Total Rickall,Rick,Thanks Mr. Poopybutthole. I always could count on you.
2,Total Rickall,Rick,"Alright, there's six of us and that's it. Me, Morty, Jerry, Beth, Mr. Poopybutthole, and Summer."
2,Total Rickall,Mr. Poopybutthole,Maybe you got the first one in time Rick!
2,Total Rickall,Rick,Can't afford to chance it.
2,Total Rickall,Beth,"Dad, why does our house have blast shields?"
2,Total Rickall,Rick,"Trust me, Beth, you don't wanna know how many answers that question has."
2,Total Rickall,Mr Poopybutthole,"Ooh, gosh, it feels claustrophobic! Reminds me of that time we all got stuck in the elevator together. Y-- remember that? After the Hulk musical?"
2,Total Rickall,Beth,"Jerry, buttons don't work better if you hit them harder, and foam fists don't make you strong."
2,Total Rickall,Jerry,I know. Friends make you strong. I watched the same musical you did.
2,Total Rickall,Rick,Why couldn't I bring my portal gun?
2,Total Rickall,Morty,"Why did all the drinks have to be extra large? Oh, the Hulk. I just got that."
2,Total Rickall,Summer,"Just pee your pants. I did it the minute we got stuck.  Oh, oh, yeah, yeah, shame me. At least when I'm disgusting, it's on purpose."
2,Total Rickall,Mr. Poopybutthole,"Oh, y'all, we're gonna be fine. I've always been here for you guys, and I always will be."
2,Total Rickall,Nicky,Somebody call for repairs?
2,Total Rickall,All,Yay! Cousin Nicky!
2,Total Rickall,Nicky,"It's me, Cousin Nicky. I'm walkin' here! I mean, I'm not. I'm crouched in the elevator shaft, but hey, I'm walkin' here!"
2,Total Rickall,Nicky,"It's true. We really do get into some crazy situations as a family, mostly when we're cooped up like this. Hey, maybe Mr. Poopypants is right. L-let's get some fresh air."
2,Total Rickall,Morty,"Come on, cousin Nicky. You heard Rick. We have to stay quarantined until we know that there's no more of these things."
2,Total Rickall,Nicky,"I hear you, Morty. Back in Brooklyn, we got a sayin' -- ""we're walkin' here!"""
2,Total Rickall,Jerry,Nicky!
2,Total Rickall,Nicky,Oh!
2,Total Rickall,Morty,What the...? Cousin Nicky was a parasite?!
2,Total Rickall,Rick,"Six, Morty! There's supposed to be six of us! If there's seven, then that means somebody's not real."
2,Total Rickall,Beth,But how did you know it was Nicky?
2,Total Rickall,Rick,I guessed. That's why I aimed for his shoulder.
2,Total Rickall,Beth,So we can't trust any of our memories now? Nicky was the reason we found that old nazi submarine. Did that not even happen?
2,Total Rickall,Jerry,"Well, of course it happened."
2,Total Rickall,Nazi,"Now that I possess the mighty staff of Rah-gubaba, the world will tremble before the Fourth Reich!"
2,Total Rickall,Morty,"This is the last time I ask you for help on my history final, Rick."
2,Total Rickall,Nicky,"Hey, we got a word for Nazis back in Brooklyn, pal."
2,Total Rickall,Nazi,"I'm comfortable being called a Nazi. You think there's some other word that will hurt my feelings?  Yeah. Think before you talk shit. Rah-gubaba, help me kill America!"
2,Total Rickall,All,Mr. Beauregard!
2,Total Rickall,Mr. Beauregard,"After due consideration, I have elected not to retire."
2,Total Rickall,All,"Yeah! Oh, thank god!"
2,Total Rickall,Mr. Beauregard,"Now, I believe someone has a final exam to attend. Set a course for Morty's high school."
2,Total Rickall,Mr. Beauregard,"Perhaps I'm biased, but if that story never happened, then I wouldn't still be the family butler.  dare to dream."
2,Total Rickall,Rick,Wait.
2,Total Rickall,Summer,"And if Mr. Beauregard wasn't our butler, it's safe to say the family'd be in a hell of a lot of trouble."
2,Total Rickall,Rick,No! Don't flashback!
2,Total Rickall,Summer,You're just gonna make more swelling.
2,Total Rickall,Beth,"Don't worry, Jerry. Just relax. We called the fire department."
2,Total Rickall,Jerry,You know they won't come here anymore.
2,Total Rickall,Mr. Beauregard,Marmalade is served.
2,Total Rickall,Frankenstein,I guess I take back what I said about British cuisine.
2,Total Rickall,Rick,Take that!
2,Total Rickall,Sleepy Gary,We're trying to sleep.
2,Total Rickall,Morty,I don't want to go to the dance alone.
2,Total Rickall,Mr. Beauregard,"Then perhaps, you shouldn't."
2,Total Rickall,Beth,Aww. Mr. Beauregard.
2,Total Rickall,Mr. Beauregard,"Shall we, master Morty?"
2,Total Rickall,Morty,We shall.
2,Total Rickall,Beth,"Oh, wait, don't leave without letting Photography Raptor take a picture."
2,Total Rickall,Rick,"Everybody stop remembering! These parasites are like bed bugs, and every flashback is another mattress. Look! There's only supposed to be six people in this house."
2,Total Rickall,Beth,But there's always been 10.
2,Total Rickall,Rick,"No! Uh, the fact that I wrote this number down means that there's four parasites."
2,Total Rickall,Frankenstein,"You sure about that, Rick?"
2,Total Rickall,Mr. Beauregard,"Begging your pardon, master Rick, but I seem to recall a great deal of confusion surrounding that number."
2,Total Rickall,Rick,"All right, there's six of us,  and that's it. Me, Morty, Jerry, Beth, Mr. Poopybutthole, Frankenstein, Sleepy Gary, Photography raptor, Mr. Beauregard, and Summer."
2,Total Rickall,Beth,"Uh, dad, that's like 10 people."
2,Total Rickall,Rick,"6, 10, what's the difference? I just love the number 6 for no reason! Where's my pencil at?"
2,Total Rickall,Pencilvester,"Right here, Rick! Use me!"
2,Total Rickall,Rick,"Oh, thanks, Pencilvester!  Yeah,I-I g-- I guess that is what happened, but I-I don't get why I would do that."
2,Total Rickall,Pencilvester,"Everybody makes mistakes, Rick. Why do you think I have one of these?"
2,Total Rickall,Beth,"That's it. Photos. Hard evidence.  You're not in any of my photos, Mr. Poopybutthole."
2,Total Rickall,Mr. Poopybutthole,"Well, what do you know about this? You're not in any of mine."
2,Total Rickall,Summer,All I have are pictures of me and my friends from school.  What? What teenage girl has pictures of her family? It's not like we're Mormon or dying.
2,Total Rickall,Frankenstein,I will admit it's suspicious that Summer's only friend is a magic ballerina lamb that we've never seen.
2,Total Rickall,Tinkles,Summer!
2,Total Rickall,Summer,Tinkles! It's past my bedtime.
2,Total Rickall,Tinkles,Not in never past bedtime land! Here we go!
2,Total Rickall,Summer,Ooh! Ooh! Ooh! Ooh! Ooh! Ooh! Ooh!
2,Total Rickall,Gary,"Summer, we're trying to sleep."
2,Total Rickall,Summer,It was Tinkles! Tinkes?
2,Total Rickall,Rick,"That is su--  -- suspicious. We're always hearing about this Tinkles character, but we never get to ?C"
2,Total Rickall,Tinkles,"Hi, everybody. I'm Tinkles, and these are my friends."
2,Total Rickall,Summer,"See, everyone? Tinkles is real. That means so am I."
2,Total Rickall,Frankenstein,I was on the wrong side of the pitchfork on this one.
2,Total Rickall,Jerry,"Okay, look, we shouldn't need evidence or logic to know who's family and who isn't. I know who the Smiths are. I've known Beth since high school. And her husband, Sleepy Gary, is hands down my absolute best friend."
2,Total Rickall,Sleepy Gary,"Thanks, Jerry. Beyond that, no offense to any of you, but all bets are off."
2,Total Rickall,Rick,"Look, I'm not used to being this unsure for this long. I'm just gonna aim for shoulders starting with the weird girl."
2,Total Rickall,Summer,Aah! Grandpa Rick!
2,Total Rickall,Rick,"Hold still, ""Summer."""
2,Total Rickall,Gary,"Rick, that is my daughter."
2,Total Rickall,Rick,"Oh, yeah? Well, what if you just think that, Sleepy Gary? I've known you for 15 years. Don't make me hurt you."
2,Total Rickall,Sleepy Gary,"Rick, these are our family and friends, the people we barbecue with. Have you forgotten the barbecue?"
2,Total Rickall,Rick,"Wait, why would you want me to -- You're one of them, aren't you?"
2,Total Rickall,Hamurai,"Rick, you love those barbecues, Rick. You love them. Hai!"
2,Total Rickall,Amish Cyborg,"Remember it, Rick?"
2,Total Rickall,Rick,"Shut up, Hamurai! Shut up, Amish Cyborg! What is this? '90s Conan?"
2,Total Rickall,All,Remember the barbecue. Remember the barbecue. Remember the barbecue.
2,Total Rickall,Rick,"You know what, Pencilvester? It took me my whole life to realize it, but I love barbecuing."
2,Total Rickall,Pencilvester,"You're good at it, Rick."
2,Total Rickall,Rick,"Watch me, baby. I'm like Tom Cruise from, um, ""Cuisine"" or w-whatever that movie's called where he makes drinks. Yeah, check me out. I'm like Tom Cruise from ""Cuisine.""  Yeah. Is that what it's called? ""Cuisine""?"
2,Total Rickall,Pencilvester,"Wow! Hey, everybody. Let's give it up for the grill master, Rick! Rick! Rick! Rick!"
2,Total Rickall,Rick,Wait.  Noooooo! Shoot. Now look. It's like a "Where's Waldo?" page. Can you find me? Check out all these zany characters. We'll be right back after these messages.
2,Total Rickall,Sleepy Gary,I think you should put down the gun and we should get you to a doctor. What do you say we take down these blast shields?
2,Total Rickall,All,Yeah.
2,Total Rickall,Rick,"Can't do that, Sleepy Gary. All right, everybody listen to me. I don't know if any of you guys are real, but this house has been infested with fake loved ones that spread through fake memories, and our planet will be destroyed if they get out."
2,Total Rickall,Pencilvester,"But Rick, even you have to admit you do tend to overreact to stuff."
2,Total Rickall,Rick,"You guys, we got to hurry. I just got back from Walmart. They're selling Nintendo 3ds systems for $149.99 on sale, plus every time you buy one, you get a $50 gift card. Brings the total price down to $110 after tax. Now, listen, we can flip those sons of bitches for 230 bucks apiece easy! They're all limited-edition ""Zelda"" ones. Hurry! Hurry! Come with me! We can be rich, and we also all get to keep one and we can play Nintendo games! Nintendo, give me free stuff."
2,Total Rickall,Rick,"Okay, yes, I definitely remember doing that, but also, I would never do that."
2,Total Rickall,Pencilvester,"Don't overreact, Rick."
2,Total Rickall,Jerry,"Sleepy Gary, a word?"
2,Total Rickall,Sleepy Gary,"Sure, Jerry. Rick, keep a level head, okay? 'Cause I'll tell you a secret about Frankenstein -- He's actually Frankenstein's monster."
2,Total Rickall,Jerry,"Sleepy Gary, m-my head is filled with memories of our friendship. I'm convinced that you're Beth's husband and I'm your friend, but if those memories can't be trusted, then..."
2,Total Rickall,Sleepy Gary,"Jerry, just say it."
2,Total Rickall,Jerry,"Sleepy Gary, how do we know I'm real?"
2,Total Rickall,Sleepy Gary,"Jesus, Jerry. No, you're real. Hey, look at me. Now, I don't know which way is up out there, but I know us, and you're real, Jerry. Remember our vacation?"
2,Total Rickall,Gary,They're filming that new Star Wars movie down the coast. Should we check it out?
2,Total Rickall,Jerry,Sure. Why not?
2,Total Rickall,Gary,Maybe we'll see Chewbacca.
2,Total Rickall,Jerry,I'd like that.
2,Total Rickall,Jerry,What are we doing?
2,Total Rickall,Gerry,I don't give a damn what else happens out there. You and I are going to survive this.
2,Total Rickall,Jerry,"Okay. Hey, we agreed. Never in the house."
2,Total Rickall,Frankenstein,"That's a cool watch there, Rick. Can I check it out?"
2,Total Rickall,Rick,"Uh, no thank --  Okay. Trying to figure out how to lower the blast shields, huh? Anybody here think it's suspicious that a lot of people in here can't wait to get out of here?"
2,Total Rickall,Frankenstein,"Ah, you're paranoid, Rick. You've been paranoid since 'nam."
2,Total Rickall,Rick,"So, what are you gonna do when you rotate back to the world, Frankenstein?"
2,Total Rickall,Frankenstein,Shi-i-i-i-t. I'mma bust a --
2,Total Rickall,Rick,"No! Get out of my head, parasite! No! Drop it. Give me the gun, Frankenstein!  Give it back!"
2,Total Rickall,All,Yeah!  Frankenstein!
2,Total Rickall,Rick,Is anyone here even real? Am I the only real person on earth?!
2,Total Rickall,Reverse Giraffe,"Maybe. Or maybe, just maybe, we're all real. You know me. I'm Reverse Giraffe. I have a short neck and legs. I went to college with Hamurai."
2,Total Rickall,Hamurai,Hai!
2,Total Rickall,Reverse Giraffe,I saved Ghost In A Jar's life in Vietnam.
2,Total Rickall,Ghost in a Jar,Boo rah!
2,Total Rickall,Reverse Giraffe,"And Beth, how many times have I been a shoulder for you to cry on?"
2,Total Rickall,Beth,Too many.
2,Total Rickall,Reverse Giraffe,"Okay, so maybe we're just all fake."
2,Total Rickall,Mrs. Refrigerator,That don't make no sense!
2,Total Rickall,Reverse,"Giraffe: Or maybe, there's only one deceiver here -- The person that keeps telling us the path to salvation is being held prisoner and mistrusting each other."
2,Total Rickall,Rick,"Hey, don't blame me! I tried to shoot Summer 10 minutes ago!"
2,Total Rickall,Reverse Giraffe,"I know we all have beloved memories of Rick, but are we really supposed to believe that a mad scientist inventor with a flying car just showed up on our doorstep after being gone for years?"
2,Total Rickall,Morty,"Yeah, you know, he does have a lot of really weird, made-up sounding catchphrases."
