season,episode,character,dialogue
7,The Jerrick Trap,Morty,Y-You guys have milkshakes?
7,The Jerrick Trap,Jerry body,"Your body? Jerry, your mind did that to my body using my brain. Jerry, my mind was in this brain in your body. Pretty easy to follow."
7,The Jerrick Trap,Rick body,It shuffled us.
7,The Jerrick Trap,Jerry body,Shuffled you maybe. I'm tracking everything.
7,The Jerrick Trap,Rick body,Garage? Fix this.
7,The Jerrick Trap,GARAGE AI,Situation was fixed.
7,The Jerrick Trap,Rick body,So that's where my paranoia went.
7,The Jerrick Trap,Rick body,Rick speaking. Who is this?
7,The Jerrick Trap,Chuxly,"Rick, it's Chuxly. From Crimetown."
7,The Jerrick Trap,RICKBODY,"Wait, w-what? Aren't you describing kidnapping?"
7,The Jerrick Trap,Jerry body,"Give me that, Jerry. Hello? Hello?"
7,The Jerrick Trap,Jerry body,This is Rick Sanchez. I'm using my son-in-law's vocal cords because I'm amazing.
7,The Jerrick Trap,CAR AI,Figure out how to drive me together
7,The Jerrick Trap,GOON,"Looks like he's inbound, boss."
7,The Jerrick Trap,Rick body,"This is my... assassin. Deadliest man in the galaxy, and he's gay."
7,The Jerrick Trap,Jerry body,Why am I gay?
7,The Jerrick Trap,GANGSTER,Whoa.
7,The Jerrick Trap,Morty,Why is Dad here?
7,The Jerrick Trap,Cruxly,Your dad's a gay assassin? So cool and ordinary. Sorry. S-Sorry.
7,The Jerrick Trap,Jerry body,"It doesn't matter, Rick. The guy's already kissing your ass."
7,The Jerrick Trap,Rick body,"It's the ass kissers you have to keep in line. When they sense weakness, they move on you."
7,The Jerrick Trap,Cruxly,"Actually, Morty, why don't you leave those crystals here since it's such an insulting amount."
7,The Jerrick Trap,Jerry body,"Look, here's the deal. I'm Rick, that's my son-in-law, and we're all a little gay."
7,The Jerrick Trap,Morty,"T-They made us stop at every drive-thru chain in the galaxy, so they could make one giant burger with a patty from each place."
7,The Jerrick Trap,Beth,I guess I meant before that.
7,The Jerrick Trap,Jerry body,And Jerry'd still be hung up about the rake.
7,The Jerrick Trap,Beth,Kinda thought two geniuses would build faster than one. When do I start being concerned about this?
7,The Jerrick Trap,Rick body,"Just having a little fun with my new friend, sweetie."
7,The Jerrick Trap,Beth,Who is talking to me right now? Mostly my dad or mostly my husband?
7,The Jerrick Trap,Rick body,"Oof, I've been on that website."
7,The Jerrick Trap,Beth,"Look, I've been patient, but I can't tell how to get mad at who. No one enters my room or touches me until this is wrapped up."
7,The Jerrick Trap,CONSTRUCTION WORKER,"Beautiful day to be carrying glass, huh?"
7,The Jerrick Trap,BOTH,Life tastes better when you're chugging.
7,The Jerrick Trap,JERRYBODY,"Forget it, Burger."
7,The Jerrick Trap,JERRYBODY,"Whoa! - RICKBODY:  Oh, man."
7,The Jerrick Trap,DRINKBOT,: somewhere.
7,The Jerrick Trap,MAN,The voice mailbox for...
7,The Jerrick Trap,JERRY,"Uh, wait. Wait, wait, wait. Did it beep?"
7,The Jerrick Trap,CHUXLY,Just an average mid-tier crime dork.
7,The Jerrick Trap,JERRYBODY,We've smoked most of what we stole.
7,The Jerrick Trap,BETH,Jerry?
7,The Jerrick Trap,MORTY,Rick? Grandpa?
7,The Jerrick Trap,BOTH,Morty. Summer. Daughterwife. You are safe now.
7,The Jerrick Trap,Jerricky,Yes. I am Jerricky. Wa-chah!
7,The Jerrick Trap,Jerricky,Do you not hear the symphony of atoms dying in space?
7,The Jerrick Trap,Gene,"'Scuse me. Are... Are you Jerry? Sorry, you have one of his heads."
7,The Jerrick Trap,Jerricky,I am Jerricky.
7,The Jerrick Trap,Gene,"May as well have your rake back, then. That's right. I took it. I ask myself, ""Why lie about it? Don't you think he knows? Couldn't I get my own?"" Of course I could've,"
7,The Jerrick Trap,Summer,"Well, it's fucking lame, okay? Both of you walking out on Mom? I thought you had two sets of balls, not zero."
7,The Jerrick Trap,Jerricky,Our balls are adeq...
7,The Jerrick Trap,Summer,Hold him down!
7,The Jerrick Trap,MORTY,Garage! Garage! Help us! Hold him down!
7,The Jerrick Trap,Rick,"Jerry, being shuffled with me was probably the best part of your sad existence. A brush with greatness."
7,The Jerrick Trap,Rick,"Hey, Beth, how much integrity is left on the mortgage?"
7,The Jerrick Trap,Rick,Dumb. fucking dumb. Go pick up crystals for me.
7,The Jerrick Trap,Jerry,"You don't have to do that, Morty."
7,The Jerrick Trap,Morty,"No, it's... it's okay. I-I like doing it."
7,The Jerrick Trap,Beth,"Welp, those horses won't sew themselves up, but good to have you both back. Yeah. Whatever."
7,The Jerrick Trap,Rick,"Great, so I still wind up stuck with Jerry's dumb ass?"
7,The Jerrick Trap,Jerry,"Oh, fuck you. Eat your eggs that my wife bought."
7,The Jerrick Trap,Rick,"How about you eat my shit, you Hawaiian-shirt-loving twat?"
7,The Jerrick Trap,Jerry,Uncalled for! Rude and uncalled for! You sit there with your potty mouth
7,The Jerrick Trap,Rick,"Jerry, it's not my fault that nobody respects you in here. Oh, yeah."
7,The Jerrick Trap,MEMORY RICK,Day of attempting to escape Jerry's mind.
7,Unmortricken,Rick,"Oh, good, are we having this fight again? L-let me guess, y-you¡®re gonna leave or, or throw a sulking fit?"
7,Unmortricken,Morty,"You think you know everything, Rick, but you¡®re basically just a giant 8-year-old."
7,Unmortricken,Rick,"I¡®m not doing this anymore. Either you¡®re in or you¡®re out, Morty. I¡®m tired of you weaponizing this half-assed threat. You want out, then fucking quit!"
7,Unmortricken,Morty,"You know what, you¡®re right. Sorry to be such a high-maintenance Morty. Why don¡®t I get you a drink?"
7,Unmortricken,Morty,"Hey, Rick. You drunk yet?"
7,Unmortricken,Rick,"You¡®re my little buddy,  you know that? I-it¡®s you and me, Morty. Rick and Morty, 100 years. Forever."
7,Unmortricken,Morty,"Yeah, pal. Rick and Morty, 100 years. Forever."
7,Unmortricken,Rick,G-g-get off me. W-w-what are you doing? Ahhhh!
7,Unmortricken,Rick,An eye patch? You know how we feel about pirates.
7,Unmortricken,Evil Rick,Do your worst you little bastards! Kill me! Do it! Do it!
7,Unmortricken,Evil Morty,"Ahh, just another day in paradise."
7,Unmortricken,Evil Morty,Motherfucker!
7,Unmortricken,Rick,"Well, not the stealthiest technique, but if this guy doesn¡®t know I¡®m hunting him, he¡®s not worth hunting."
7,Unmortricken,Morty,"It¡®s just good to see you outside the subbasement. Even if you never kill the version of yourself that killed your wife. Giving it your best shot, it looks good on you."
7,Unmortricken,Rick,"Thanks, buddy. It means a lot that your bar for mental health has gotten lower than mine."
7,Unmortricken,Rick Prime,"Merging dimensions to consolidate my decoys, huh? Kind of¡® first-thought, but the¡® craftsmanship, pretty impressive. For a lesser Rick."
7,Unmortricken,Evil Morty,What the fuck are you doing?
7,Unmortricken,Morty,"Oh, shit! Evil Morty! Sho-should I grab the net?!"
7,Unmortricken,Rick,"Yes! Hang tight, Morty¡®s getting the net."
7,Unmortricken,Evil Morty,Wait. Is this what I think it is? Of course it is. Everything¡®s what I think it is. You¡®re basically fracking the Central Finite Curve to flush out a version of yourself? Shouldn¡®t you be turning yourself into a pickle?
7,Unmortricken,Rick,What do you care what I do to the Curve? I-I thought your whole gimmick was fucking off. Certainly what made me a fan.
7,Unmortricken,Evil Morty,"You¡®re right, I don¡®t live here, which is why it¡®s insane that you¡®re still bugging me."
7,Unmortricken,Evil Morty,Why would I touch it when I don¡®t want it improved?
7,Unmortricken,Rick,Improved?
7,Unmortricken,Evil Morty,You¡®re hitting infinite targets. At least filter for probability stasis.
7,Unmortricken,Rick,I was gonna. Duh.
7,Unmortricken,Morty,I can¡®t find the net! Sh-should we just shoot him?
7,Unmortricken,Rick,You really think a douche that smug doesn¡®t keep a force field on?
7,Unmortricken,Evil Morty,"Yeah, listen to Pop-Pop, Morty."
7,Unmortricken,Rick,Eh. I¡®d be an idiot if I didn¡®t check.
7,Unmortricken,Evil Morty,Uh-huh.
7,Unmortricken,Evil Morty,He¡®s filtering for probability stasis.
7,Unmortricken,Morty,You¡®re acting like this one¡®s different.
7,Unmortricken,Rick,He is different. But different doesn¡®t mean him. Could be a trap.
7,Unmortricken,Evil Morty,I¡®ll explain. He¡®s worried that it¡®s actually your target and he¡®d owe me credit for the kill.
7,Unmortricken,Rick,Are you serious right now? You little narcissist.
7,Unmortricken,Evil Morty,"Dude, literal glass house."
7,Unmortricken,Rick,You think you¡®re better than me?
7,Unmortricken,Evil Morty,"Jesus, I hope so!"
7,Unmortricken,Rick Prime,Can I offer my two cents?
7,Unmortricken,Rick,Everybody look at the bright side. Evil Morty got to experience being wrong before he died.
7,Unmortricken,Evil Morty,"It¡®s true, that¡®s what I get for talking to you instead of killing you."
7,Unmortricken,Morty,What is this place?
7,Unmortricken,Rick,I assume a box to contain Ricks that get too close to the big guy.
7,Unmortricken,Evil Morty,Are you basing that on what you¡®d do? Since you¡®re all the same.
7,Unmortricken,Rick,I¡®m basing it on the ensemble of thematic Ricks huddled opposite your POV.
7,Unmortricken,Rick,"Instead of Ricksplaining how we all ended up in a Roach Motel, let¡®s pool some data. Who got here first?"
7,Unmortricken,All,We know.
7,Unmortricken,Rick Prime,"Looks like there¡®s enough of you to start the next ride! That or just one really heavy Rick. This whole thing is automated, which I do point out specifically to enhance the humiliation. Here we go!"
7,Unmortricken,Rick Prime,"If you¡®re seeing this, you¡®re me, except, you know, less. But you acted like you were better, so I killed your beloved Diane. Partly to devastate you, mostly so I only have to record one message. Some of you may have noticed that it¡®s not just your Diane that¡®s gone. She¡®s also been erased from every universe across infinity. And you might be wondering why."
7,Unmortricken,Evil Morty,I¡®d rather hear how.
7,Unmortricken,Rick Prime,Diane was wiped from all existence by The Weapon Too Cool for a Name.
7,Unmortricken,Rick,The Omega Device.
7,Unmortricken,Rick Prime,Known to inferiors as The Omega Device.
7,Unmortricken,Rick,I heard the name from an inferior.
7,Unmortricken,Rick Prime,"And it¡®s my weapon. But it¡®s your fault I had to use it on her. So if you want to see the Rick that ruined your life, look around. There¡®s so many of you. But that¡®s why I want to make a deal. One of you is going to get your Diane back."
7,Unmortricken,Rick,He¡®s lying. He¡®s lying!
7,Unmortricken,Rick Prime,All you have to do is be the last Rick left.
7,Unmortricken,Rick,Got that out of your system? He can¡®t bring her back!
7,Unmortricken,Evil Morty,Eh. Pass.
7,Unmortricken,Morty,You¡®re such a dick! We could¡®ve worked together!
7,Unmortricken,Rick,I thought you wanted to ¡®work together.¡®
7,Unmortricken,Morty,Just until you could kill him!
7,Unmortricken,Evil Morty,And they call me Evil Morty.
7,Unmortricken,Rick,The easiest way out of any box is to be the least shaped like a box. We both hate Rick Prime more than each other anyway.
7,Unmortricken,Evil Morty,Where¡®d you get that?
7,Unmortricken,Rick,He¡®s the worst Rick.
7,Unmortricken,Evil Morty,Big deal. The worst turd is a pizza.
7,Unmortricken,Rick,Seems like he doesn¡®t play well with others. We all cool just killing this guy?
7,Unmortricken,Rick Prime,"Great job, final Rick! Or if you were just one fat Rick, impressive cardio! And now the big reveal. Do you get Diane back? Not in any real sense, because when I build a weapon, it works. It¡®s called being talented. But I do have a Diane that promises to be with you until death. But I¡®d get to the death part fast. You don¡®t want to be in here when this place resets."
7,Unmortricken,Diane,Rick?
7,Unmortricken,Rick,"Hey, Diane."
7,Unmortricken,Diane,You sucked at eating pussy!
7,Unmortricken,Rick,"Clearly just said to be hurtful, but I also won¡®t deny it. I was young."
7,Unmortricken,Diane,I always thought your dick smelled weird!
7,Unmortricken,Rick,Or that.
7,Unmortricken,Diane,"Come on b-baby, g-give my g-ghost a k-kiss. Mwah."
7,Unmortricken,Rick,I¡®m excited for this. Clearly no one¡®s escaped that place before.
7,Unmortricken,Evil Morty,Really learned your lesson about chasing this guy.
7,Unmortricken,Rick,"Hey, man, you can leave now."
7,Unmortricken,Evil Morty,"That¡®s true, I can."
7,Unmortricken,Rick,"The weapon, Morty. He knows a thing that wipes someone out across all dimensions could wipe him out across all dimensions. Holy shit."
7,Unmortricken,Rick,"Can¡®t help it, I¡®m a rascal. Morty, you can¡®t come! Evil Morty, stay out of my way! Gonna kill my nemesis! Rick out!"
7,Unmortricken,Evil Morty,He¡®s a weird guy.
7,Unmortricken,Morty,So Rick¡®s right? You¡®re afraid of the weapon?
7,Unmortricken,Evil Morty,What happens if Rick actually kills this guy? You ever think about that? Maybe he¡®ll kill himself next.
7,Unmortricken,Morty,You¡®re an asshole.
7,Unmortricken,Evil Morty,"Well, yeah. I¡®m not ¡®Good¡® Morty. Come or don¡®t. I don¡®t care."
7,Unmortricken,Morty,Oh. Shit.
7,Unmortricken,Evil Morty,"Got to be honest, I totally thought you were coming."
7,Unmortricken,Morty,"No, no, I- I was. I-I took a heroic step toward the portal, but then it closed."
7,Unmortricken,Evil Morty,"Yeah, yeah, come on."
7,Unmortricken,A.I.,What¡®s up?
7,Unmortricken,Rick,He built it again.
7,Unmortricken,Rick,"Well, yeah, he¡®s me with free time. Alright, I don¡®t see a place to park. Catch your breath and then keep that heat off my back."
7,Unmortricken,Car,"If you die, I¡®m taking your stuff."
7,Unmortricken,Rick,"Ugh, gross."
7,Unmortricken,Evil Morty,What? No one can do undercuts but you?
7,Unmortricken,Rick,You brought Morty?
7,Unmortricken,Evil Morty,I¡®m not worried about him. I¡®m evil!
7,Unmortricken,Rick Prime,"Alright, here we go!"
7,Unmortricken,Rick Prime,"Wow, the Wife Guy! Dead Wife Rick! I¡®ll tell you, this guy does not know when to quit."
7,Unmortricken,Rick,I¡®m gonna fucking kill you.
7,Unmortricken,Rick Prime,You brought two Mortys with you? What? They¡®re your cheering section?
7,Unmortricken,Evil Morty,"We brought ourselves, asshole."
7,Unmortricken,Rick Prime,"Honestly, Wife Guy, I do miss when it was just us. The only two Ricks who actually invented portal travel. Anyone else teed up to arrive later? Like your car?"
7,Unmortricken,A.I.,I can see why you hate him.
7,Unmortricken,Rick Prime,"And she sounds like our wife! Like in a fucked-up robot way but that¡®s definitely her voice. You sentimental little fella. Right, good instincts. I would¡®ve tried that, too. I upgraded this thing, by the way. The new version can fire more than once. So now I can erase your whole family, one-by-one, until you finally learn your lesson. Which you won¡®t, so then I¡®ll kill you, too."
7,Unmortricken,Rick Prime,"I¡®ll do that the old-fashioned way. Okay, family killin¡® time! Let¡®s start small. Still family though."
7,Unmortricken,Slow Mobius,Where am I? Two Ricks? Where¡®s my wife? I was just with my wife!
7,Unmortricken,Rick,Uncle Slo!
7,Unmortricken,Morty,What the¡® Uncle Slo? Slo Mobius?
7,Unmortricken,Rick Prime,"Yeah, this one hurts me, too."
7,Unmortricken,Rick,No-o-o-o-o-o!
7,Unmortricken,Rick,I¡®ll kill you!
7,Unmortricken,Rick Prime,"So, uh, original grandson. This is super weird. Obviously we¡®re, uh, both trying to kill each other."
7,Unmortricken,Evil Morty,"Aw, jeez. Nice to meet you, I guess."
7,Unmortricken,Rick Prime,"So, do we¡® should I just get this over with or¡®?  Cool grandson."
7,Unmortricken,Evil Morty,Shitty grandpa.
7,Unmortricken,Morty,Why am I wearing an eye patch? And wait. Did we¡® did we switch shirts?
7,Unmortricken,Evil Morty,Yeah. Thanks for the assist.
7,Unmortricken,Morty,"Rick, we¡® we did it. Evil Morty got him! Rick? Rick!"
7,Unmortricken,Evil Morty,"Alright, you two punks stay here."
7,Unmortricken,Rick Prime,"Okay, I think I¡®m getting the pic¡® Ow! Frying my backups, smart. So you¡®re like an evil Morty. A clever one. Ow! Alright, never been a sidekick guy, but I¡®m starting to see the value. You want a job? We could be like Batman and Robin."
7,Unmortricken,Evil Morty,"Eh, I don¡®t need a Robin."
7,Unmortricken,Rick Prime,"Okay, seriously, what is this? What, are you gonna ¡®aw-jeez¡® me to death? Oh, you don¡®t want those schematics, buddy. Those are for grown-ups."
7,Unmortricken,Evil Morty,Uh-huh.
7,Unmortricken,Rick Prime,"Oh, isn¡®t this great? Okay, alright. I get it."
7,Unmortricken,Rick,"Oh. What? Oh, shit."
7,Unmortricken,Evil Morty,Mm-hmm. Knock yourself out.
7,Unmortricken,Rick Prime,"Listen, Rick to Rick, he¡®s got the weapon plans. Buddy, nip this in the bud. He¡®s 14. What¡®s gonna happen the next time he gets mad at grandpa?"
7,Unmortricken,Rick Prime,"Let¡®s do this then. You¡®re welcome, by the way. I made you. I showed you infinity."
7,Unmortricken,Rick Prime,"And what did you do with it? Hang out with my grandson, raise echoes of my daughter?"
7,Unmortricken,Rick Prime,What¡®s your life without me?
7,Unmortricken,Rick,Let¡®s find out.
7,Unmortricken,Rick Prime,Admit it. You would¡®ve been me.
7,Unmortricken,Rick Prime,I just walked into your garage before you walked into mine! But eventually you did! You lived in my house!
7,Unmortricken,Morty,Rick! Is it over? Is¡® is he¡®?
7,Unmortricken,Evil Morty,"Not exactly an ¡®alive¡® amount of blood. How¡®s it feel? Better? No? Exactly the same? Yeah, it always does. Hope you¡®re happy with your choice."
7,Unmortricken,Rick,Fuck off.
7,Unmortricken,Evil Morty,I¡®m gonna. Just don¡®t force me to improve on the design. I can end the Rick experiment any time I want.
7,Unmortricken,Morty,Why threaten? Why not just do it?
7,Unmortricken,Evil Morty,"Because using a weapon like this doesn¡®t get you left alone, Morty. Think I want a bunch of vengeful Summers coming after me? You are a little different though, Rick. Maybe I can use that someday. Seriously though. Fuck you. Don¡®t come after me. It won¡®t go well."
7,Unmortricken,Morty,Are¡® are you okay?
7,Unmortricken,Rick,Yeah.
7,Unmortricken,Morty,"Phew, man, when those drones uncloaked back there, I was like, ¡®Oh, shit, this is¡® We¡®re fucked, we¡®re toast!"
season,episode,character,dialogue
5,Gotron Jerrysis Rickvangelion,"Rick, Morty, and Summer","Boob World! Boob World! It's a world for you, but it's actually two. Boob World!"
5,Gotron Jerrysis Rickvangelion,Summer,"I gotta say, Morty, it's weird that you wanted me to come, but I'm actually ""exstyched"" about it. That's ""excited"", ""stoked"", and ""psyched""."
5,Gotron Jerrysis Rickvangelion,Morty,I didn't want you to come. Talk to Rick.
5,Gotron Jerrysis Rickvangelion,Rick,"Truth is, Summer, Boob World's been at the center of a few protests every day for 30 years, so they've recently rebranded as a ""boob empowerment experience"", and if we bring a female, we get in for free."
5,Gotron Jerrysis Rickvangelion,Summer,"So, I'm like, what, a Coke can you're taking to Six Flags?"
5,Gotron Jerrysis Rickvangelion,Morty,"No, 'cause once you get into Six Flags, you can throw your Coke can away."
5,Gotron Jerrysis Rickvangelion,Rick,No fuckin' way. It can't be.
5,Gotron Jerrysis Rickvangelion,Rick,"Holy shit, holy shit, holy shit!"
5,Gotron Jerrysis Rickvangelion,Morty,"Oh, look at that."
5,Gotron Jerrysis Rickvangelion,Summer,What is it?
5,Gotron Jerrysis Rickvangelion,Morty,A Gotron Ferret.
5,Gotron Jerrysis Rickvangelion,Rick,"It's not a Gotron Ferret, Morty, it's THE Blue Gotron Ferret!  Boob World is canceled."
5,Gotron Jerrysis Rickvangelion,Morty,"No! Rick! No, you promised! You always do this."
5,Gotron Jerrysis Rickvangelion,Rick,"Tell you what, Morty, I'll let you choose, do you really think Boob World "
5,Gotron Jerrysis Rickvangelion,Morty,Yes.
5,Gotron Jerrysis Rickvangelion,Rick,Let me finish.  is more important 
5,Gotron Jerrysis Rickvangelion,Morty,Yes!
5,Gotron Jerrysis Rickvangelion,Rick,Let me finish!  than having all five of the only five Gotron Ferrets in the universe?
5,Gotron Jerrysis Rickvangelion,Morty,Are you finished? Yes! So let's go.
5,Gotron Jerrysis Rickvangelion,Rick,"Summer, help me hook the winch up to the ferret."
5,Gotron Jerrysis Rickvangelion,Summer,Sure.
5,Gotron Jerrysis Rickvangelion,Morty,What the hell? You said you were letting me choose.
5,Gotron Jerrysis Rickvangelion,Rick,"Yeah, whether to break my fucking heart. You chose badly."
5,Gotron Jerrysis Rickvangelion,Morty voiceover,That's how it all began. To my sister it was just another game. But what she didn't know 
5,Gotron Jerrysis Rickvangelion,Summer voiceover,That was the moment everything changed.
5,Gotron Jerrysis Rickvangelion,Morty voiceover,"Wait, what?"
5,Gotron Jerrysis Rickvangelion,Summer voiceover,"I had gotten my first taste of respect, and my first voiceover."
5,Gotron Jerrysis Rickvangelion,Morty voiceover,I can hear you. Can you hear me?
5,Gotron Jerrysis Rickvangelion,Summer voiceover,"And I knew then and there, I wanted more of both."
5,Gotron Jerrysis Rickvangelion,Morty voiceover,Hello?
5,Gotron Jerrysis Rickvangelion,Rick,"Beth, Jerry, do something fun with us! A giant monster's attacking in the Nibblenug system. Your suits are in the bathroom."
5,Gotron Jerrysis Rickvangelion,Morty,Mine smells skeleton-y.
5,Gotron Jerrysis Rickvangelion,Jerry,I have a chiropractor appointment.
5,Gotron Jerrysis Rickvangelion,Beth,What are you involving us in?
5,Gotron Jerrysis Rickvangelion,Morty,"Rick's been collecting Gotron Ferrets, and now that he has all five, he can combine them into "
5,Gotron Jerrysis Rickvangelion,Rick,"Morty, for Christ's sake, spoilers!"
5,Gotron Jerrysis Rickvangelion,Summer,"Spoilers, Morty! We don't need to sell this to anyone, there's a giant monster attacking."
5,Gotron Jerrysis Rickvangelion,Beth,"In the Nibblenug system. Since when does this house care about alien lives, we don't even watch"
5,Gotron Jerrysis Rickvangelion,Rick,Told you. Let's just get Gene from next door and a homeless guy.
5,Gotron Jerrysis Rickvangelion,Summer,"No, hold on, fuck Gene, fuck the homeless. Your kids and their grandpa are asking you to do an activity with them, when did that stop being a parent's wettest dream?"
5,Gotron Jerrysis Rickvangelion,Beth,I guess around the time our family created a giant incest baby and the government launched it into space.
5,Gotron Jerrysis Rickvangelion,Summer,"Oh my god, we made a giant incest baby. Oh my god, you might be a clone. I exist because you guys failed to abort me. We get the family we get, not the one we want, and if you want to keep the one you got, get your asses into some anime spacesuits!"
5,Gotron Jerrysis Rickvangelion,Jerry,Fair enough.
5,Gotron Jerrysis Rickvangelion,Beth,Okay.
5,Gotron Jerrysis Rickvangelion,Rick,"Good work, Summer-camp."
5,Gotron Jerrysis Rickvangelion,Morty,"Yeah, I'm ""excitoked"" about this."
5,Gotron Jerrysis Rickvangelion,Rick,Sure you are. Now.
5,Gotron Jerrysis Rickvangelion,Morty voiceover,"Something new was forming, and I was at the bottom of it."
5,Gotron Jerrysis Rickvangelion,Summer voiceover,"I let Morty have his voiceover, it's really all he had left."
5,Gotron Jerrysis Rickvangelion,Morty voiceover,"Okay, can you hear me, or not?"
5,Gotron Jerrysis Rickvangelion,Summer voiceover,"You mean, can I, Summer, hear you? No, my voiceover can hear your voiceover."
5,Gotron Jerrysis Rickvangelion,Morty voiceover,What's the difference?
5,Gotron Jerrysis Rickvangelion,Summer voiceover,"One would be telepathy, dumbass."
5,Gotron Jerrysis Rickvangelion,Beth,Now what?
5,Gotron Jerrysis Rickvangelion,Rick,Now we 
5,Gotron Jerrysis Rickvangelion,"Rick, Morty, and Summer",Go Team Gotron!
5,Gotron Jerrysis Rickvangelion,Jerry,Where are we zip lining through futuristic metallic tunnels to?
5,Gotron Jerrysis Rickvangelion,Rick,Each robot ferret is on a different location on Earth. You're going to the center of a volcano.
5,Gotron Jerrysis Rickvangelion,Jerry,Thank... you?
5,Gotron Jerrysis Rickvangelion,Beth,"Okay, well, this isn't not fun."
5,Gotron Jerrysis Rickvangelion,Rick,"Regroup on me, I'll shoot a portal to Nibblenug."
5,Gotron Jerrysis Rickvangelion,Jerry,Did I just monorail from my kitchen to Hawaii just to regroup in outer space above my kitchen?
5,Gotron Jerrysis Rickvangelion,Rick,"Uh, Summer?"
5,Gotron Jerrysis Rickvangelion,Summer,"It's cool, Dad, shut up."
5,Gotron Jerrysis Rickvangelion,Rick,"Everybody, attack one at a time."
5,Gotron Jerrysis Rickvangelion,Beth,Is that the best way to 
5,Gotron Jerrysis Rickvangelion,Rick,Tee up something awesome? Yes. Follow me.
5,Gotron Jerrysis Rickvangelion,Rick,"Guys, we did our best, but there's only one hope. Activating linkdock, intermorphs, ratify, postatrinos, maximize."
5,Gotron Jerrysis Rickvangelion,Rick,"Holy shit, I can't believe this is working. Go, Go-Team! It's Gotron Time!"
5,Gotron Jerrysis Rickvangelion,Jerry,"Oh, my god. Hell, yes!"
5,Gotron Jerrysis Rickvangelion,Summer,This is amazing!
5,Gotron Jerrysis Rickvangelion,Rick,"Okay, now we can knock it around a little bit, but trust me, we're still building to something."
5,Gotron Jerrysis Rickvangelion,Beth,How do we 
5,Gotron Jerrysis Rickvangelion,Rick,"Just hit buttons, we're too big to fail!"
5,Gotron Jerrysis Rickvangelion,Beth,"Wooah! I kicked him, that was me, right?"
5,Gotron Jerrysis Rickvangelion,Morty,Uppercut!
5,Gotron Jerrysis Rickvangelion,Jerry,I can't believe I almost went to the chiropractor.
5,Gotron Jerrysis Rickvangelion,Rick,I've been waiting a long time for this. Form Luminous Energy Sword!
5,Gotron Jerrysis Rickvangelion,Rick,"Got your ass, mamma-jamma!"
5,Gotron Jerrysis Rickvangelion,Morty,"Oh, that was fantastic!"
5,Gotron Jerrysis Rickvangelion,Summer,"...tits, Grandpa."
5,Gotron Jerrysis Rickvangelion,Beth,Suck tits!
5,Gotron Jerrysis Rickvangelion,Beth,I was a foot! I was a goddamn  foot!
5,Gotron Jerrysis Rickvangelion,Summer,"We were like, ""Bwaaah""!"
5,Gotron Jerrysis Rickvangelion,Jerry,"'Member when the sword was like, ""Bwaaah""?"
5,Gotron Jerrysis Rickvangelion,Morty,I feel so alive!
5,Gotron Jerrysis Rickvangelion,Morty voiceover,"These were the good times, when we felt like we could do anything. But anything is never quite everything, and pretty soon..."
5,Gotron Jerrysis Rickvangelion,Rick,"Tch, that was nothing. Nothing compared to what I can do. There are infinite universes where I still don't have all five ferrets. Those versions of me would do anything to complete their collections."
5,Gotron Jerrysis Rickvangelion,Morty,"Okay, but Rick? Remember what you told me to remind you? Sometimes enough is..."
5,Gotron Jerrysis Rickvangelion,Rick,Sometimes enough is enough.
5,Gotron Jerrysis Rickvangelion,Summer,"Morty, what are you doing?"
5,Gotron Jerrysis Rickvangelion,Morty,"He gets obsessed, Summer."
5,Gotron Jerrysis Rickvangelion,Summer,When are you going to find your shame?
5,Gotron Jerrysis Rickvangelion,Morty,I have more?
5,Gotron Jerrysis Rickvangelion,Summer,"Grandpa just gave everybody the high point of their lives, and before he did, every single one of you was trying to talk him out of it."
5,Gotron Jerrysis Rickvangelion,Rick,"Wait, yeah. What the fuck?"
5,Gotron Jerrysis Rickvangelion,Summer,"Now he says we can go higher, and big surprise, it's time to drag him down again."
5,Gotron Jerrysis Rickvangelion,Beth,"Well, I vote."
5,Gotron Jerrysis Rickvangelion,Summer,"No voting, no debate, it's not a democracy, it's a Rick-public. You're in or you're out."
5,Gotron Jerrysis Rickvangelion,Beth,"Obviously, I'm in, I never said I wasn't in."
5,Gotron Jerrysis Rickvangelion,Jerry,"Me, neither. Tell us what we're doin' next!"
5,Gotron Jerrysis Rickvangelion,Rick,I want to put together a cookout.
5,Gotron Jerrysis Rickvangelion,Jerry,That's it? I was honestly prepared to blow someone.
5,Gotron Jerrysis Rickvangelion,Beth,Jerry.
5,Gotron Jerrysis Rickvangelion,Jerry,"I said prepared, and someone."
5,Gotron Jerrysis Rickvangelion,Morty voiceover,"Rick invited five versions of our family from different universes, each with incomplete Gotrons. I didn't have anyone to talk to, since the other four Mortys had been to Boob World."
5,Gotron Jerrysis Rickvangelion,Morty 1,Did you walk on the beach?
5,Gotron Jerrysis Rickvangelion,Morty 2,The beach that's all boobs?
5,Gotron Jerrysis Rickvangelion,Morty 1,"No, the beach that's all sand. Yes, the boob one!"
5,Gotron Jerrysis Rickvangelion,Morty voiceover,"Rick was in the garage with the heads of the five families. ...Ugh, and Summer."
5,Gotron Jerrysis Rickvangelion,Summer voiceover,"In that first sit-down, it was Big Fat Rick; Ricardo Montoya; Hothead Rick, he got that name because he was prone to dramatic outbursts; and Little Ricky Wrap-it-up, who was always great at the end of a meeting. At the head of it all: me, and Grandpa Rick."
